"Solucao","Valor_Solucao"
24,2931314
2,2931314
12,2931314
18,2931314
6,2931314
29,2931314
9,2931314
5,2931314
2,2931314
10,2931314
2,2931314
15,2931314
59179,2931314
38099,2931314
7310,2931314
17877,2931314
162742,2931314
142116,2931314
140965,2931314
68923,2931314
63117,2931314
40158,2931314
54735,2931314
58458,2931314
153792,2931314
97222,2931314
124440,2931314
102437,2931314
